Year,Month,Product Name,Supplier,Stock Level,Order Quantity,Demand Level
2024,August,Card,Cisco,435,447,High
2024,August,Combiner,Netgear,285,306,High
2024,May,Router,Cardcom,159,360,Very High
2024,June,Multiplexer,Optifibre Co,153,165,High
2023,May,Modem,Netgear,239,412,Very High
2023,May,Router,Bell,449,345,Medium
2023,April,Card,Synergy,242,302,High
2024,February,Splitter,Broadcam,358,341,Medium
2024,December,Networking,Fibertech Inc,463,141,Very Low
2023,February,Splitter,Bell,308,472,Very High
2023,January,Optical,HP,129,439,Very High
2024,July,Card,Fibertech Inc,217,360,Very High
2024,October,Card,Broadcam,222,387,Very High
2024,May,Modem,Netgear,305,185,Low
2023,May,Combiner,Netgear,166,264,Very High
2023,December,Multiplexer,Bell,227,284,Very High
2024,May,Networking,Netgear,314,215,Low
2023,November,Card,Broadcam,407,155,Very Low
2023,May,Switch,HP,325,416,Very High
2024,September,Router,Cardcom,394,352,Medium
2024,April,Multiplexer,Cardcom,406,317,Medium
2023,October,Modem,Netgear,463,468,High
2024,April,Switch,Synergy,485,321,Low
2023,December,Splitter,Cisco,359,299,Medium
2024,December,Optical,Broadcam,366,287,Medium
2023,September,Optical,HP,424,246,Low
2024,May,Combiner,Netgear,219,398,Very High
2024,June,Switch,Cisco,328,126,Very Low
2024,July,Optical,Broadcam,163,185,High
2023,January,Multiplexer,Bell,284,151,Low
2024,May,Router,Synergy,273,311,High
2023,July,Optical,Cisco,500,317,Low
2023,February,Router,Netgear,116,303,Very High
2023,November,Combiner,Broadcam,167,169,High
2023,November,Optical,Bell,402,127,Very Low
2024,June,Router,Netgear,433,260,Low
2024,February,Modem,Netgear,391,190,Very Low
2024,July,Splitter,Optifibre Co,125,116,Medium
2023,September,Optical,Cisco,496,417,Medium
2024,December,Networking,Cardcom,256,213,Medium
2023,November,Splitter,Synergy,331,381,High
2023,January,Networking,Netgear,227,147,Low
2023,September,Multiplexer,Cardcom,447,355,Medium
2023,May,Combiner,Broadcam,492,479,Medium
2024,September,Switch,Netgear,364,117,Very Low
2024,November,Switch,Netgear,198,324,Very High
2024,March,Card,HP,386,189,Very Low
2024,November,Multiplexer,Bell,399,422,High
2023,June,Multiplexer,Cisco,324,283,Medium
2024,August,Networking,Broadcam,288,455,Very High
2024,April,Multiplexer,Fibertech Inc,326,268,Medium
2023,December,Router,Cisco,211,445,Very High
2024,March,Optical,Cisco,118,477,Very High
2023,March,Card,Cardcom,199,202,High
2024,November,Router,Netgear,459,132,Very Low
2024,April,Switch,Broadcam,329,127,Very Low
2024,August,Splitter,Optifibre Co,335,225,Low
2024,December,Modem,Cisco,132,214,Very High
2023,September,Optical,Bell,453,220,Very Low
2024,November,Card,Cisco,117,417,Very High
2023,November,Combiner,Fibertech Inc,413,213,Low
2024,October,Combiner,Fibertech Inc,419,142,Very Low
2023,May,Optical,Netgear,132,374,Very High
2023,January,Multiplexer,Synergy,108,478,Very High
2023,January,Networking,Fibertech Inc,170,470,Very High
2024,January,Modem,Broadcam,404,161,Very Low
2024,September,Networking,Broadcam,111,127,High
2023,May,Optical,Cisco,300,330,High
2023,September,Optical,Cisco,119,299,Very High
2024,April,Optical,Bell,395,375,Medium
2024,May,Multiplexer,Netgear,476,280,Low
2023,May,Splitter,Cardcom,460,313,Low
2024,July,Optical,Bell,229,443,Very High
2023,December,Multiplexer,HP,327,468,Very High
2024,June,Switch,Synergy,344,214,Low
2023,October,Networking,Netgear,333,336,High
2023,July,Networking,Cardcom,435,463,High
2024,February,Router,Bell,147,462,Very High
2023,July,Switch,Bell,291,190,Low
2024,February,Splitter,Fibertech Inc,155,287,Very High
2023,April,Splitter,Synergy,204,138,Low
2024,September,Splitter,Broadcam,361,124,Very Low
2024,November,Networking,Broadcam,424,431,High
2023,March,Modem,Cisco,314,292,Medium
2023,January,Switch,Bell,453,229,Low
2024,September,Modem,HP,186,179,Medium
2023,March,Card,Cisco,249,267,High
2024,December,Optical,Broadcam,258,238,Medium
2024,October,Card,Cisco,148,358,Very High
2023,July,Multiplexer,Broadcam,435,416,Medium
2023,May,Optical,Broadcam,189,313,Very High
2023,February,Multiplexer,Cardcom,400,438,High
2024,May,Optical,Optifibre Co,303,477,Very High
2023,September,Optical,Fibertech Inc,497,485,Medium
2023,September,Card,Synergy,119,433,Very High
2023,February,Networking,Fibertech Inc,251,339,Very High
2023,April,Optical,Broadcam,315,457,Very High
2024,November,Combiner,Cardcom,410,416,High
2023,February,Optical,Cardcom,300,136,Very Low
2023,December,Networking,HP,358,376,High
2024,April,Networking,Bell,177,190,High
2024,May,Combiner,HP,102,287,Very High
2023,July,Combiner,Fibertech Inc,213,274,Very High
2024,January,Combiner,Optifibre Co,350,118,Very Low
2024,November,Splitter,Optifibre Co,176,422,Very High
2023,June,Networking,Synergy,407,454,High
2023,July,Multiplexer,Optifibre Co,230,160,Low
2024,May,Multiplexer,Cardcom,135,285,Very High
2024,August,Optical,Cardcom,331,131,Very Low
2024,October,Multiplexer,Cardcom,295,382,Very High
2024,August,Switch,Synergy,249,420,Very High
2023,May,Combiner,Netgear,467,204,Very Low
2024,June,Multiplexer,Synergy,302,178,Low
2024,July,Splitter,Broadcam,141,127,Medium
2023,August,Router,Bell,487,351,Low
2023,July,Switch,Synergy,275,440,Very High
2024,August,Multiplexer,Optifibre Co,269,352,Very High
2023,January,Splitter,Cisco,481,154,Very Low
2024,February,Router,Synergy,157,120,Medium
2024,May,Card,Bell,122,439,Very High
2024,February,Multiplexer,HP,476,394,Medium
2024,October,Multiplexer,Broadcam,100,483,Very High
2024,August,Optical,Bell,281,337,High
2024,September,Networking,Netgear,391,329,Medium
2024,March,Switch,Cardcom,241,196,Medium
2024,April,Splitter,Bell,150,208,Very High
2023,August,Splitter,Broadcam,171,176,High
2024,August,Optical,HP,305,250,Medium
2023,August,Multiplexer,Fibertech Inc,256,471,Very High
2023,January,Modem,Broadcam,147,166,High
2023,June,Card,Bell,303,384,Very High
2023,July,Switch,HP,259,452,Very High
2023,January,Card,Broadcam,408,224,Low
2023,July,Splitter,Cisco,480,278,Low
2023,May,Multiplexer,Broadcam,278,229,Medium
2023,April,Multiplexer,Netgear,214,275,Very High
2023,September,Switch,Broadcam,177,104,Low
2023,June,Splitter,Netgear,367,232,Low
2024,October,Router,Cardcom,100,123,High
2023,July,Switch,Netgear,154,211,Very High
2024,February,Card,Fibertech Inc,483,405,Medium
2023,September,Multiplexer,Bell,103,209,Very High
2023,December,Combiner,Synergy,324,331,High
2023,January,Router,Netgear,107,411,Very High
2023,September,Card,Fibertech Inc,177,218,High
2024,September,Optical,Cisco,482,377,Medium
2024,August,Optical,Netgear,382,365,Medium
2024,November,Combiner,Bell,134,173,Very High
2024,January,Splitter,Cisco,426,128,Very Low
2024,December,Multiplexer,HP,468,173,Very Low
2023,February,Splitter,Optifibre Co,330,258,Medium
2023,May,Router,Netgear,160,162,High
2024,March,Card,Synergy,436,123,Very Low
2023,June,Splitter,Cisco,294,218,Low
2023,October,Router,Bell,199,474,Very High
2024,April,Multiplexer,Synergy,397,320,Medium
2024,September,Multiplexer,Fibertech Inc,422,394,Medium
2024,March,Modem,Cisco,476,394,Medium
2023,June,Networking,Synergy,292,423,Very High
2023,March,Card,Synergy,376,326,Medium
2023,December,Modem,Synergy,191,211,High
2024,October,Multiplexer,Cisco,428,439,High
2023,February,Splitter,Synergy,239,297,High
2024,April,Multiplexer,Bell,220,446,Very High
2023,March,Router,Fibertech Inc,395,377,Medium
2024,October,Networking,Optifibre Co,454,116,Very Low
2024,November,Networking,Cardcom,351,322,Medium
2023,January,Optical,Bell,410,168,Very Low
2024,October,Card,Cisco,321,268,Medium
2023,October,Switch,Broadcam,307,459,Very High
2023,August,Splitter,Optifibre Co,399,199,Very Low
2023,July,Card,Fibertech Inc,159,281,Very High
2024,January,Optical,Fibertech Inc,495,314,Low
2023,November,Combiner,Cisco,126,415,Very High
2024,June,Card,Synergy,253,166,Low
2024,April,Modem,Broadcam,491,488,Medium
2023,August,Modem,Fibertech Inc,121,320,Very High
2024,February,Networking,Cardcom,218,241,High
2024,June,Networking,Optifibre Co,315,328,High
2023,December,Switch,Cardcom,404,220,Low
2024,September,Combiner,HP,104,411,Very High
2024,December,Optical,Optifibre Co,355,316,Medium
2024,March,Optical,Fibertech Inc,103,145,Very High
2023,September,Networking,Synergy,285,355,High
2023,March,Card,Optifibre Co,161,161,High
2023,June,Modem,Cardcom,120,110,Medium
2023,February,Modem,Broadcam,448,285,Low
2023,December,Router,Optifibre Co,346,403,High
2024,August,Modem,Cisco,176,124,Low
2024,March,Networking,Cisco,129,128,Medium
2023,March,Switch,Fibertech Inc,293,423,Very High
2024,March,Networking,Netgear,147,166,High
2023,June,Splitter,Netgear,139,422,Very High
2023,July,Card,HP,335,362,High
2023,December,Router,Cisco,324,151,Very Low
2024,May,Modem,HP,185,434,Very High
2024,September,Optical,Cardcom,103,463,Very High
2023,December,Modem,Cisco,462,466,High
2024,April,Splitter,Synergy,351,387,High
2023,June,Optical,Broadcam,307,159,Low
2024,February,Combiner,Bell,118,118,High
2023,October,Card,Broadcam,127,285,Very High
2024,January,Optical,Bell,314,308,Medium
2023,February,Switch,Synergy,133,148,High
2024,January,Optical,Fibertech Inc,262,182,Low
2024,August,Card,Synergy,245,477,Very High
2023,October,Switch,Cisco,158,266,Very High
2023,July,Splitter,HP,237,482,Very High
2023,April,Card,Optifibre Co,378,215,Low
2024,July,Switch,Netgear,230,172,Low
2024,June,Combiner,Cardcom,197,441,Very High
2023,August,Router,Broadcam,443,331,Low
2024,September,Optical,HP,240,295,High
2024,September,Modem,Cardcom,157,230,Very High
2023,August,Optical,Cisco,469,134,Very Low
2024,July,Multiplexer,HP,466,200,Very Low
2023,January,Optical,HP,286,311,High
2024,June,Optical,Optifibre Co,268,393,Very High
2024,April,Networking,Fibertech Inc,296,302,High
2023,May,Combiner,Bell,303,488,Very High
2024,April,Combiner,Synergy,496,360,Low
2024,October,Splitter,Netgear,301,303,High
2023,April,Optical,Cisco,448,484,High
2023,November,Card,Fibertech Inc,478,148,Very Low
2023,June,Card,Optifibre Co,245,313,Very High
2024,August,Combiner,Synergy,108,278,Very High
2023,April,Networking,HP,248,161,Low
2023,April,Networking,Bell,250,277,High
2024,September,Networking,Cardcom,427,237,Low
2023,July,Optical,Optifibre Co,451,154,Very Low
2024,December,Combiner,Synergy,304,208,Low
2023,January,Combiner,Cardcom,171,303,Very High
2023,June,Optical,Bell,445,318,Low
2024,October,Switch,Optifibre Co,116,321,Very High
2024,March,Combiner,Bell,485,323,Low
2024,March,Modem,HP,292,187,Low
2023,February,Card,Cardcom,331,384,High
2024,October,Optical,Optifibre Co,400,461,High
2024,July,Router,HP,281,474,Very High
2024,May,Optical,Cisco,408,300,Low
2024,May,Switch,Optifibre Co,145,441,Very High
2023,August,Splitter,Fibertech Inc,457,486,High
2023,October,Multiplexer,Cisco,452,254,Low
2024,March,Modem,Fibertech Inc,191,200,High
2024,December,Optical,Broadcam,320,339,High
2024,June,Splitter,Synergy,472,424,Medium
2024,June,Combiner,Optifibre Co,312,378,High
2023,January,Splitter,Synergy,394,359,Medium
2024,February,Combiner,Synergy,426,320,Medium
2023,April,Modem,Cisco,247,478,Very High
2023,March,Combiner,Cisco,159,262,Very High
2023,June,Splitter,Fibertech Inc,224,179,Medium
2023,March,Multiplexer,Netgear,171,258,Very High
2024,November,Networking,Netgear,429,465,High
2024,November,Modem,HP,495,349,Low
2024,February,Multiplexer,Synergy,252,346,Very High
2024,September,Switch,Synergy,355,467,Very High
2023,March,Splitter,HP,497,453,Medium
2024,December,Card,Synergy,437,205,Very Low
2023,April,Optical,HP,388,149,Very Low
2024,June,Switch,Fibertech Inc,163,257,Very High
2024,July,Optical,Fibertech Inc,326,295,Medium
2023,September,Modem,Cardcom,362,285,Medium
2024,May,Card,Fibertech Inc,142,379,Very High
2024,June,Router,Optifibre Co,385,129,Very Low
2023,December,Modem,Cisco,395,449,High
2024,May,Networking,HP,237,261,High
2023,March,Networking,HP,435,114,Very Low
2024,December,Card,Cardcom,165,265,Very High
2024,January,Combiner,Cisco,243,450,Very High
2024,December,Networking,HP,114,331,Very High
2023,November,Splitter,Cardcom,438,279,Low
2024,October,Multiplexer,Cisco,294,405,Very High
2023,March,Combiner,Bell,417,178,Very Low
2023,March,Optical,Broadcam,132,228,Very High
2024,February,Optical,Netgear,451,271,Low
2024,June,Combiner,Synergy,290,455,Very High
2024,May,Switch,Cisco,105,242,Very High
2024,December,Networking,Netgear,144,117,Medium
2024,June,Optical,Optifibre Co,224,196,Medium
2023,January,Modem,Optifibre Co,485,124,Very Low
2023,September,Combiner,Cardcom,298,185,Low
2023,October,Router,Optifibre Co,300,414,Very High
2024,February,Splitter,Bell,497,310,Low
2024,July,Card,HP,344,152,Very Low
2023,February,Combiner,Cisco,462,482,High
2024,July,Router,Cardcom,414,395,Medium
2024,January,Card,Bell,266,182,Low
2024,November,Modem,Optifibre Co,455,189,Very Low
2024,July,Card,Fibertech Inc,246,171,Low
2024,December,Router,Optifibre Co,348,133,Very Low
2024,April,Multiplexer,Cardcom,461,163,Very Low
2023,June,Networking,Cardcom,443,116,Very Low
2023,April,Router,Fibertech Inc,132,482,Very High
2024,June,Combiner,Synergy,450,211,Very Low
2023,October,Combiner,Optifibre Co,163,177,High
2023,May,Optical,Broadcam,297,106,Very Low
2024,November,Router,HP,221,473,Very High
2023,December,Combiner,Fibertech Inc,407,451,High
2023,April,Networking,Netgear,255,223,Medium
2024,October,Router,HP,292,404,Very High
2023,May,Multiplexer,Cisco,412,396,Medium
2023,April,Multiplexer,Synergy,453,128,Very Low
2023,August,Switch,Cisco,350,263,Medium
2023,December,Networking,Synergy,411,172,Very Low
2024,July,Switch,HP,263,309,High
2023,March,Switch,Netgear,141,402,Very High
2023,March,Modem,Cardcom,114,223,Very High
2023,April,Router,Cardcom,255,400,Very High
2023,March,Card,Broadcam,346,230,Low
2023,April,Router,Synergy,373,266,Low
2024,August,Modem,Bell,368,131,Very Low
2024,November,Modem,Optifibre Co,431,421,Medium
2023,August,Card,Cardcom,195,115,Low
2024,May,Multiplexer,HP,258,125,Very Low
2023,May,Networking,HP,128,309,Very High
2024,March,Networking,Fibertech Inc,237,483,Very High
2024,February,Multiplexer,HP,149,238,Very High
2023,November,Optical,Optifibre Co,351,421,High
2023,June,Card,Optifibre Co,356,185,Low
2024,January,Modem,Netgear,292,353,High
2024,January,Combiner,Cisco,139,428,Very High
2023,November,Multiplexer,Broadcam,223,166,Low
2023,July,Splitter,Bell,104,308,Very High
2023,October,Multiplexer,Cisco,189,426,Very High
2024,August,Router,Optifibre Co,116,119,High
2024,November,Networking,Cisco,313,197,Low
2023,October,Router,Broadcam,305,459,Very High
2024,April,Optical,HP,429,399,Medium
2024,April,Multiplexer,HP,326,259,Medium
2024,December,Networking,Fibertech Inc,322,318,Medium
2024,June,Combiner,Bell,144,254,Very High
2024,April,Switch,Cardcom,244,392,Very High
2024,May,Combiner,Fibertech Inc,347,382,High
2023,May,Switch,Netgear,374,106,Very Low
2024,May,Splitter,Synergy,498,442,Medium
2024,November,Splitter,Netgear,468,373,Medium
2024,May,Card,Bell,320,328,High
2023,May,Multiplexer,Bell,414,291,Low
2024,June,Multiplexer,Bell,287,104,Very Low
2023,December,Card,HP,121,390,Very High
2024,January,Splitter,Fibertech Inc,153,453,Very High
2024,September,Router,Netgear,299,364,High
2024,September,Switch,HP,289,255,Medium
2024,October,Router,Bell,241,134,Low
2024,June,Combiner,HP,365,417,High
2023,April,Combiner,Fibertech Inc,476,404,Medium
2024,May,Router,Synergy,143,263,Very High
2023,May,Switch,Fibertech Inc,340,421,High
2023,December,Router,Netgear,491,190,Very Low
2023,March,Splitter,Optifibre Co,392,241,Low
2023,April,Multiplexer,Netgear,264,437,Very High
2024,June,Modem,Netgear,107,469,Very High
2023,November,Multiplexer,Broadcam,105,119,High
2024,December,Combiner,Cardcom,320,396,High
2024,April,Router,Netgear,145,219,Very High
2023,August,Multiplexer,Optifibre Co,447,262,Low
2023,October,Router,Optifibre Co,199,289,Very High
2024,March,Router,Broadcam,164,165,High
2024,September,Switch,Cisco,377,339,Medium
2023,September,Multiplexer,Bell,256,170,Low
2023,August,Card,Cardcom,279,373,Very High
2023,September,Modem,Broadcam,151,489,Very High
2023,July,Switch,Broadcam,315,459,Very High
2023,April,Splitter,Synergy,262,175,Low
2024,September,Switch,Broadcam,297,209,Low
2024,April,Splitter,Synergy,434,108,Very Low
2024,February,Splitter,Fibertech Inc,368,147,Very Low
2024,August,Multiplexer,Fibertech Inc,451,274,Low
2024,August,Optical,Optifibre Co,115,319,Very High
2023,January,Router,Optifibre Co,238,319,Very High
2024,March,Combiner,Netgear,490,371,Medium
2024,January,Multiplexer,Broadcam,105,145,Very High
2023,August,Router,Netgear,164,312,Very High
2023,February,Modem,Broadcam,155,270,Very High
2024,March,Router,Broadcam,129,190,Very High
2023,September,Splitter,Broadcam,115,231,Very High
2024,January,Router,Broadcam,156,391,Very High
2024,December,Card,Fibertech Inc,495,442,Medium
2023,April,Networking,Netgear,130,124,Medium
2024,December,Combiner,Cardcom,358,299,Medium
2024,January,Switch,Netgear,279,438,Very High
2023,February,Optical,Cisco,130,373,Very High
